All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : 232.fasta
SeqY filename        : 7422.fasta
SeqX name            : gi|54019969|ref|NC_006360.1|
SeqY name            : gi|525903163|ref|NC_021831.1|
SeqX length          : 892758
SeqY length          : 898495
Min.fragment.length  : 64
Min.Identity         : 80
Tot Hits (seeds)     : 12236
Tot Hits (seeds) used: 1524
Total fragments      : 513
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,482492,515182,493199,525889,f,0,10708,37693,10063,93.98,93.98,0,0
Frag,493389,526078,493470,526159,f,0,82,304,79,96.34,96.34,0,0
Frag,493474,526159,504102,536787,f,0,10629,41612,10516,98.94,98.94,0,0
Frag,504016,536700,504806,537490,f,0,791,2684,731,92.41,92.41,0,0
Frag,507623,540306,508267,540950,f,0,645,2404,623,96.59,96.59,0,0
Frag,506863,539545,507640,540322,f,0,778,2432,693,89.07,89.07,0,0
Frag,507484,540165,507640,540321,f,0,157,596,153,97.45,97.45,0,0
Frag,508247,540925,510284,542962,f,0,2038,7456,1951,95.73,95.73,0,0
Frag,510140,542817,512339,545016,f,0,2200,8664,2183,99.23,99.23,0,0
Frag,504902,537578,505105,537781,f,0,204,648,183,89.71,89.71,0,0
Frag,504952,537627,506385,539060,f,0,1434,4984,1340,93.44,93.44,0,0
Frag,504803,537476,504903,537576,f,0,101,348,94,93.07,93.07,0,0
Frag,506788,539461,506874,539547,f,0,87,308,82,94.25,94.25,0,0
Frag,506395,539067,506792,539464,f,0,398,1520,389,97.74,97.74,0,0
Frag,493305,525868,493420,525983,f,0,116,317,95,81.90,81.90,0,0
Frag,651892,684273,654126,686507,f,0,2235,8660,2200,98.43,98.43,0,0
Frag,651468,683848,652009,684389,f,0,542,1656,478,88.19,88.19,0,0
Frag,651411,683787,651487,683863,f,0,77,300,76,98.70,98.70,0,0
Frag,648401,680776,651417,683792,f,0,3017,11820,2986,98.97,98.97,0,0
Frag,644054,676428,648478,680852,f,0,4425,17084,4348,98.26,98.26,0,0
Frag,642598,674971,644109,676482,f,0,1512,5632,1460,96.56,96.56,0,0
Frag,641020,673388,642664,675032,f,0,1645,6300,1610,97.87,97.87,0,0
Frag,634297,666329,634520,666552,f,0,224,872,221,98.66,98.66,0,0
Frag,637271,669303,637338,669370,f,0,68,216,61,89.71,89.71,0,0
Frag,634521,666550,637246,669275,f,0,2726,10368,2659,97.54,97.54,0,0
Frag,637340,669365,639603,671628,f,0,2264,8808,2233,98.63,98.63,0,0
Frag,639569,671593,641065,673089,f,0,1497,5764,1469,98.13,98.13,0,0
Frag,633320,665342,634291,666313,f,0,972,3680,946,97.33,97.33,0,0
Frag,624924,656941,633357,665374,f,0,8434,32616,8294,98.34,98.34,0,0
Frag,513633,539639,513793,539799,f,0,161,572,152,94.41,94.41,0,0
Frag,515054,539991,515180,540117,f,0,127,476,123,96.85,96.85,0,0
Frag,411189,435237,411257,435305,f,0,69,260,67,97.10,97.10,0,0
Frag,395574,418791,395730,418947,f,0,157,548,147,93.63,93.63,0,0
Frag,393361,416576,395577,418792,f,0,2217,8356,2153,97.11,97.11,0,0
Frag,393256,416470,393372,416586,f,0,117,428,112,95.73,95.73,0,0
Frag,477631,496174,477704,496247,f,0,74,288,73,98.65,98.65,0,0
Frag,475566,494108,477455,495997,f,0,1890,7208,1846,97.67,97.67,0,0
Frag,466389,484930,475585,494126,f,0,9197,36164,9119,99.15,99.15,0,0
Frag,477437,495978,477706,496247,f,0,270,808,236,87.41,87.41,0,0
Frag,420290,438829,422804,441343,f,0,2515,9740,2475,98.41,98.41,0,0
Frag,417853,436391,420297,438835,f,0,2445,9356,2392,97.83,97.83,0,0
Frag,422796,441333,423282,441819,f,0,487,1868,477,97.95,97.95,0,0
Frag,433789,452324,434179,452714,f,0,391,1436,375,95.91,95.91,0,0
Frag,425025,443557,433790,452322,f,0,8766,34288,8669,98.89,98.89,0,0
Frag,460456,478984,460852,479380,f,0,397,1540,391,98.49,98.49,0,0
Frag,434153,452679,434216,452742,f,0,64,216,59,92.19,92.19,0,0
Frag,437739,456255,437868,456384,f,0,130,472,124,95.38,95.38,0,0
Frag,447260,465776,457221,475737,f,0,9962,38912,9845,98.83,98.83,0,0
Frag,444582,463097,447279,465794,f,0,2698,10496,2661,98.63,98.63,0,0
Frag,438073,456587,443420,461934,f,0,5348,20840,5279,98.71,98.71,0,0
Frag,443353,461866,444606,463119,f,0,1254,4632,1206,96.17,96.17,0,0
Frag,457322,475835,460437,478950,f,0,3116,11888,3044,97.69,97.69,0,0
Frag,434209,452720,435609,454120,f,0,1401,5396,1375,98.14,98.14,0,0
Frag,435568,454078,435960,454470,f,0,393,1548,390,99.24,99.24,0,0
Frag,460850,479360,463299,481809,f,0,2450,9624,2428,99.10,99.10,0,0
Frag,464447,482954,464543,483050,f,0,97,252,80,82.47,82.47,0,0
Frag,464461,482967,466393,484899,f,0,1933,7492,1903,98.45,98.45,0,0
Frag,463289,481792,464374,482877,f,0,1086,4000,1043,96.04,96.04,0,0
Frag,464294,482795,464461,482962,f,0,168,416,136,80.95,80.95,0,0
Frag,435945,454440,437762,456257,f,0,1818,7088,1795,98.73,98.73,0,0
Frag,411507,429902,416661,435056,f,0,5155,20164,5098,98.89,98.89,0,0
Frag,406416,424810,407696,426090,f,0,1281,5036,1270,99.14,99.14,0,0
Frag,411171,429565,411512,429906,f,0,342,1264,329,96.20,96.20,0,0
Frag,407678,426071,407879,426272,f,0,202,744,194,96.04,96.04,0,0
Frag,409336,427729,411177,429570,f,0,1842,7056,1803,97.88,97.88,0,0
Frag,407846,426237,409360,427751,f,0,1515,5820,1485,98.02,98.02,0,0
Frag,417018,435400,417854,436236,f,0,837,3108,807,96.42,96.42,0,0
Frag,416842,435218,417036,435412,f,0,195,628,176,90.26,90.26,0,0
Frag,406326,424697,406429,424800,f,0,104,352,96,92.31,92.31,0,0
Frag,478329,496291,478532,496494,f,0,204,512,166,81.37,81.37,0,0
Frag,405000,421878,405371,422249,f,0,372,1392,360,96.77,96.77,0,0
Frag,406005,422881,406196,423072,f,0,192,632,175,91.15,91.15,0,0
Frag,405359,422234,406216,423091,f,0,858,2504,742,86.48,86.48,0,0
Frag,402780,419630,404346,421196,f,0,1567,5428,1462,93.30,93.30,0,0
Frag,404293,421142,405013,421862,f,0,721,2828,714,99.03,99.03,0,0
Frag,402123,418971,402859,419707,f,0,737,2812,720,97.69,97.69,0,0
Frag,353706,370150,354103,370547,f,0,398,1216,351,88.19,88.19,0,0
Frag,353492,369935,353759,370202,f,0,268,840,239,89.18,89.18,0,0
Frag,353298,369724,353387,369813,f,0,90,336,87,96.67,96.67,0,0
Frag,349788,366211,350075,366498,f,0,288,952,263,91.32,91.32,0,0
Frag,350079,366499,353318,369738,f,0,3240,12368,3166,97.72,97.72,0,0
Frag,392872,408539,392961,408628,f,0,90,312,84,93.33,93.33,0,0
Frag,392953,408619,393239,408905,f,0,287,1132,285,99.30,99.30,0,0
Frag,393331,408996,393638,409303,f,0,308,1136,296,96.10,96.10,0,0
Frag,393223,408887,393338,409002,f,0,116,408,109,93.97,93.97,0,0
Frag,360279,375791,361154,376666,f,0,876,3312,852,97.26,97.26,0,0
Frag,361145,376642,361954,377451,f,0,810,3184,803,99.14,99.14,0,0
Frag,361949,377445,363950,379446,f,0,2002,7896,1988,99.30,99.30,0,0
Frag,365954,381448,369100,384594,f,0,3147,12132,3090,98.19,98.19,0,0
Frag,363953,379446,366041,381534,f,0,2089,8060,2052,98.23,98.23,0,0
Frag,369573,385060,369681,385168,f,0,109,404,105,96.33,96.33,0,0
Frag,369096,384581,369575,385060,f,0,480,1896,477,99.38,99.38,0,0
Frag,369653,385132,375793,391272,f,0,6141,24020,6073,98.89,98.89,0,0
Frag,375780,391246,377260,392726,f,0,1481,5716,1455,98.24,98.24,0,0
Frag,377240,392705,379365,394830,f,0,2126,8264,2096,98.59,98.59,0,0
Frag,379358,394822,379452,394916,f,0,95,324,88,92.63,92.63,0,0
Frag,379444,394907,379605,395068,f,0,162,592,155,95.68,95.68,0,0
Frag,392770,408232,392882,408344,f,0,113,420,109,96.46,96.46,0,0
Frag,389778,405239,392618,408079,f,0,2841,11244,2826,99.47,99.47,0,0
Frag,379615,395075,379741,395201,f,0,127,364,109,85.83,85.83,0,0
Frag,383002,398462,385096,400556,f,0,2095,7932,2039,97.33,97.33,0,0
Frag,388625,404085,389803,405263,f,0,1179,4388,1138,96.52,96.52,0,0
Frag,392579,408039,392771,408231,f,0,193,636,176,91.19,91.19,0,0
Frag,382941,398400,383006,398465,f,0,66,248,64,96.97,96.97,0,0
Frag,385082,400540,385460,400918,f,0,379,1295,351,92.61,92.61,0,0
Frag,379710,395167,382946,398403,f,0,3237,12660,3201,98.89,98.89,0,0
Frag,388288,403745,388629,404086,f,0,342,1216,323,94.44,94.44,0,0
Frag,385438,400892,388257,403711,f,0,2820,10376,2707,95.99,95.99,0,0
Frag,358365,373490,358749,373874,f,0,385,1388,366,95.06,95.06,0,0
Frag,358216,373338,358389,373511,f,0,174,456,144,82.76,82.76,0,0
Frag,357383,372474,358255,373346,f,0,873,3180,834,95.53,95.53,0,0
Frag,355269,370341,356640,371712,f,0,1372,4624,1264,92.13,92.13,0,0
Frag,356620,371668,357379,372427,f,0,760,2096,642,84.47,84.47,0,0
Frag,401701,415610,401913,415822,f,0,213,748,200,93.90,93.90,0,0
Frag,396166,409793,396361,409988,f,0,196,648,179,91.33,91.33,0,0
Frag,396346,409972,398611,412237,f,0,2266,8904,2246,99.12,99.12,0,0
Frag,395974,409595,396220,409841,f,0,247,956,243,98.38,98.38,0,0
Frag,395693,409312,395979,409598,f,0,287,1100,281,97.91,97.91,0,0
Frag,416861,429583,416929,429651,f,0,69,260,67,97.10,97.10,0,0
Frag,358428,369874,358550,369996,f,0,123,468,120,97.56,97.56,0,0
Frag,675324,686487,690795,701958,f,0,15472,51128,14127,91.31,91.31,0,0
Frag,685988,697150,688108,699270,f,0,2121,8204,2086,98.35,98.35,0,0
Frag,690772,701934,691308,702470,f,0,537,1932,510,94.97,94.97,0,0
Frag,691268,702429,708407,719568,f,0,17140,65448,16751,97.73,97.73,0,0
Frag,707550,718710,708068,719228,f,0,519,1348,428,82.47,82.47,0,0
Frag,708404,719556,708560,719712,f,0,157,604,154,98.09,98.09,0,0
Frag,710247,721393,713027,724173,f,0,2781,10876,2750,98.89,98.89,0,0
Frag,708561,719706,710278,721423,f,0,1718,6000,1609,93.66,93.66,0,0
Frag,717155,728299,717505,728649,f,0,351,1212,327,93.16,93.16,0,0
Frag,717500,728643,720535,731678,f,0,3036,11768,2989,98.45,98.45,0,0
Frag,720504,731646,721525,732667,f,0,1022,3640,966,94.52,94.52,0,0
Frag,726367,737508,726558,737699,f,0,192,720,186,96.88,96.88,0,0
Frag,726158,737298,726375,737515,f,0,218,752,203,93.12,93.12,0,0
Frag,721562,732699,726174,737311,f,0,4613,17956,4551,98.66,98.66,0,0
Frag,726541,737672,726621,737752,f,0,81,260,73,90.12,90.12,0,0
Frag,770338,780175,772189,782026,f,0,1852,4944,1544,83.37,83.37,0,0
Frag,24121,31058,24766,31703,f,0,646,1784,546,84.52,84.52,0,0
Frag,790578,796988,791110,797520,f,0,533,1980,514,96.44,96.44,0,0
Frag,786165,792573,788904,795312,f,0,2740,10416,2672,97.52,97.52,0,0
Frag,791065,797473,791281,797689,f,0,217,644,189,87.10,87.10,0,0
Frag,785313,791720,785507,791914,f,0,195,740,190,97.44,97.44,0,0
Frag,788872,795279,790591,796998,f,0,1720,6544,1678,97.56,97.56,0,0
Frag,791066,797473,791165,797572,f,0,100,312,89,89.00,89.00,0,0
Frag,785313,791719,786181,792587,f,0,869,2612,761,87.57,87.57,0,0
Frag,772443,778843,773696,780096,f,0,1254,4664,1210,96.49,96.49,0,0
Frag,773618,780017,775805,782204,f,0,2188,7944,2087,95.38,95.38,0,0
Frag,775654,782052,775806,782204,f,0,153,588,150,98.04,98.04,0,0
Frag,775741,782138,775816,782213,f,0,76,184,61,80.26,80.26,0,0
Frag,775771,782161,775956,782346,f,0,186,728,184,98.92,98.92,0,0
Frag,778255,784639,784794,791178,f,0,6540,25224,6423,98.21,98.21,0,0
Frag,776818,783201,778409,784792,f,0,1592,5864,1529,96.04,96.04,0,0
Frag,784775,791156,785295,791676,f,0,521,1964,506,97.12,97.12,0,0
Frag,775948,782328,776850,783230,f,0,903,3532,893,98.89,98.89,0,0
Frag,770334,776696,770503,776865,f,0,170,560,155,91.18,91.18,0,0
Frag,772345,778706,772454,778815,f,0,110,344,98,89.09,89.09,0,0
Frag,770534,776893,771608,777967,f,0,1075,3300,950,88.37,88.37,0,0
Frag,771606,777964,772370,778728,f,0,765,2468,691,90.33,90.33,0,0
Frag,865533,871514,866680,872661,f,0,1148,4456,1131,98.52,98.52,0,0
Frag,866750,872707,867534,873491,f,0,785,3020,770,98.09,98.09,0,0
Frag,792750,798703,802883,808836,f,0,10134,39552,10011,98.79,98.79,0,0
Frag,791739,797691,792786,798738,f,0,1048,3440,954,91.03,91.03,0,0
Frag,791917,797868,792054,798005,f,0,138,464,127,92.03,92.03,0,0
Frag,867429,873380,869295,875246,f,0,1867,7100,1821,97.54,97.54,0,0
Frag,809845,815791,810215,816161,f,0,371,1420,363,97.84,97.84,0,0
Frag,888649,894595,890721,896667,f,0,2073,7980,2034,98.12,98.12,0,0
Frag,890690,896635,892549,898494,f,0,1860,7296,1842,99.03,99.03,0,0
Frag,802959,808903,813951,819895,f,0,10993,41188,10645,96.83,96.83,0,0
Frag,19610,25551,19866,25807,f,0,257,804,229,89.11,89.11,0,0
Frag,862596,868533,863623,869560,f,0,1028,3792,988,96.11,96.11,0,0
Frag,872722,878656,875852,881786,f,0,3131,12428,3119,99.62,99.62,0,0
Frag,877890,883819,881041,886970,f,0,3152,8264,2609,82.77,82.77,0,0
Frag,870914,876842,872640,878568,f,0,1727,6380,1661,96.18,96.18,0,0
Frag,877883,883811,888665,894593,f,0,10783,31468,9325,86.48,86.48,0,0
Frag,869385,875312,870925,876852,f,0,1541,5972,1517,98.44,98.44,0,0
Frag,872582,878509,872749,878676,f,0,168,648,165,98.21,98.21,0,0
Frag,869310,875236,869391,875317,f,0,82,312,80,97.56,97.56,0,0
Frag,863634,869559,865581,871506,f,0,1948,5264,1632,83.78,83.78,0,0
Frag,875838,881763,877917,883842,f,0,2080,8264,2073,99.66,99.66,0,0
Frag,813955,819879,814403,820327,f,0,449,1700,437,97.33,97.33,0,0
Frag,814399,820321,816303,822225,f,0,1905,7492,1889,99.16,99.16,0,0
Frag,864852,870774,865284,871206,f,0,433,1708,430,99.31,99.31,0,0
Frag,816297,822218,822000,827921,f,0,5704,22248,5633,98.76,98.76,0,0
Frag,822001,827919,822310,828228,f,0,310,1112,294,94.84,94.84,0,0
Frag,822274,828189,831840,837755,f,0,9567,37348,9452,98.80,98.80,0,0
Frag,831831,837745,845234,851148,f,0,13404,52152,13221,98.63,98.63,0,0
Frag,846971,852885,847076,852990,f,0,106,360,98,92.45,92.45,0,0
Frag,845121,851034,849157,855070,f,0,4037,9748,3237,80.18,80.18,0,0
Frag,845908,851820,846987,852899,f,0,1080,4152,1059,98.06,98.06,0,0
Frag,855970,861882,856075,861987,f,0,106,296,90,84.91,84.91,0,0
Frag,852871,858782,857314,863225,f,0,4444,16968,4343,97.73,97.73,0,0
Frag,850842,856752,852972,858882,f,0,2131,7852,2047,96.06,96.06,0,0
Frag,860913,866811,861041,866939,f,0,129,404,115,89.15,89.15,0,0
Frag,861034,866931,861131,867028,f,0,98,392,98,100.00,100.00,0,0
Frag,861118,867001,861395,867278,f,0,278,816,241,86.69,86.69,0,0
Frag,861112,866994,861214,867096,f,0,103,284,87,84.47,84.47,0,0
Frag,861374,867254,862659,868539,f,0,1286,4616,1220,94.87,94.87,0,0
Frag,732237,737508,732458,737729,f,0,222,832,215,96.85,96.85,0,0
Frag,770508,774862,772182,776536,f,0,1675,4788,1436,85.73,85.73,0,0
Frag,768937,773273,769028,773364,f,0,92,320,86,93.48,93.48,0,0
Frag,768935,773268,770320,774653,f,0,1386,4512,1257,90.69,90.69,0,0
Frag,758278,762603,759491,763816,f,0,1214,4608,1183,97.45,97.45,0,0
Frag,736090,740414,738472,742796,f,0,2383,9092,2328,97.69,97.69,0,0
Frag,759483,763807,768955,773279,f,0,9473,36788,9335,98.54,98.54,0,0
Frag,738432,742755,739804,744127,f,0,1373,5212,1338,97.45,97.45,0,0
Frag,739792,744113,748439,752760,f,0,8648,33976,8571,99.11,99.11,0,0
Frag,748436,752755,751766,756085,f,0,3331,11452,3097,92.98,92.98,0,0
Frag,751071,755389,755959,760277,f,0,4889,17228,4598,94.05,94.05,0,0
Frag,756138,760454,758293,762609,f,0,2156,8400,2128,98.70,98.70,0,0
Frag,755913,760224,756146,760457,f,0,234,928,233,99.57,99.57,0,0
Frag,21631,25303,22330,26002,f,0,700,1840,580,82.86,82.86,0,0
Frag,773776,776700,773943,776867,f,0,168,504,147,87.50,87.50,0,0
Frag,773985,776906,775058,777979,f,0,1074,2944,905,84.26,84.26,0,0
Frag,775044,777964,775627,778547,f,0,584,1648,498,85.27,85.27,0,0
Frag,735767,737400,736096,737729,f,0,330,1152,309,93.64,93.64,0,0
Frag,360092,361718,360269,361895,f,0,178,664,172,96.63,96.63,0,0
Frag,359019,360556,359491,361028,f,0,473,1596,436,92.18,92.18,0,0
Frag,358929,360462,359021,360554,f,0,93,276,81,87.10,87.10,0,0
Frag,358346,359806,358749,360209,f,0,404,1480,387,95.79,95.79,0,0
Frag,29780,31056,30430,31706,f,0,651,1996,575,88.33,88.33,0,0
Frag,21693,22965,22149,23421,f,0,457,1500,416,91.03,91.03,0,0
Frag,773985,774901,775622,776538,f,0,1638,4488,1380,84.25,84.25,0,0
Frag,8885,9113,14700,14928,f,0,5816,22696,5745,98.78,98.78,0,0
Frag,14689,14913,16832,17056,f,0,2144,8368,2118,98.79,98.79,0,0
Frag,7088,7297,8933,9142,f,0,1846,7168,1819,98.54,98.54,0,0
Frag,2695,2903,7122,7330,f,0,4428,17120,4354,98.33,98.33,0,0
Frag,0,206,2700,2906,f,0,2701,10508,2664,98.63,98.63,0,0
Frag,17666,17081,17901,17316,f,0,236,808,219,92.80,92.80,0,0
Frag,47788,46645,47852,46709,f,0,65,260,65,100.00,100.00,0,0
Frag,46190,45032,47773,46615,f,0,1584,5800,1517,95.77,95.77,0,0
Frag,44243,43084,46315,45156,f,0,2073,8100,2049,98.84,98.84,0,0
Frag,22428,21267,23122,21961,f,0,695,2700,685,98.56,98.56,0,0
Frag,47772,46611,47870,46709,f,0,99,380,97,97.98,97.98,0,0
Frag,28146,26984,44242,43080,f,0,16097,44876,13658,84.85,84.85,0,0
Frag,28050,26887,28151,26988,f,0,102,352,95,93.14,93.14,0,0
Frag,33768,32605,37823,36660,f,0,4056,15968,4024,99.21,99.21,0,0
Frag,23123,21959,24585,23421,f,0,1463,5268,1390,95.01,95.01,0,0
Frag,24553,23388,28069,26904,f,0,3517,13844,3489,99.20,99.20,0,0
Frag,18996,17827,22461,21292,f,0,3466,13632,3437,99.16,99.16,0,0
Frag,18480,17310,19011,17841,f,0,532,2096,528,99.25,99.25,0,0
Frag,47806,46627,47888,46709,f,0,83,332,83,100.00,100.00,0,0
Frag,47824,46627,47906,46709,f,0,83,332,83,100.00,100.00,0,0
Frag,47842,46627,47924,46709,f,0,83,332,83,100.00,100.00,0,0
Frag,47860,46627,47942,46709,f,0,83,332,83,100.00,100.00,0,0
Frag,47878,46627,47960,46709,f,0,83,332,83,100.00,100.00,0,0
Frag,47896,46627,49573,48304,f,0,1678,6416,1641,97.79,97.79,0,0
Frag,49523,48253,62737,61467,f,0,13215,51892,13094,99.08,99.08,0,0
Frag,62724,61453,66896,65625,f,0,4173,16292,4123,98.80,98.80,0,0
Frag,66812,65540,70969,69697,f,0,4158,16080,4089,98.34,98.34,0,0
Frag,90976,89703,93254,91981,f,0,2279,8892,2251,98.77,98.77,0,0
Frag,73676,72402,83901,82627,f,0,10226,38520,9928,97.09,97.09,0,0
Frag,83887,82612,88858,87583,f,0,4972,19208,4887,98.29,98.29,0,0
Frag,88824,87548,90991,89715,f,0,2168,8384,2132,98.34,98.34,0,0
Frag,47914,46627,47978,46691,f,0,65,260,65,100.00,100.00,0,0
Frag,99736,96508,104602,101374,f,0,4867,19068,4817,98.97,98.97,0,0
Frag,26530,22965,27039,23474,f,0,510,1304,418,81.96,81.96,0,0
Frag,32218,28618,32868,29268,f,0,651,2020,578,88.79,88.79,0,0
Frag,24127,20522,24769,21164,f,0,643,1660,529,82.27,82.27,0,0
Frag,23235,19621,23418,19804,f,0,184,504,155,84.24,84.24,0,0
Frag,26468,20462,27167,21161,f,0,700,1848,581,83.00,83.00,0,0
Frag,422275,415720,422492,415937,f,0,218,688,195,89.45,89.45,0,0
Frag,26716,18441,26972,18697,f,0,257,796,228,88.72,88.72,0,0
Frag,192424,181946,192881,182403,f,0,458,1664,437,95.41,95.41,0,0
Frag,419262,408321,419472,408531,f,0,211,756,200,94.79,94.79,0,0
Frag,401793,384951,401871,385029,f,0,79,244,70,88.61,88.61,0,0
Frag,226950,169179,227397,169626,f,0,448,1096,361,80.58,80.58,0,0
Frag,298694,240919,299141,241366,f,0,448,1096,361,80.58,80.58,0,0
Frag,299149,241371,299278,241500,f,0,130,336,107,82.31,82.31,0,0
