All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : ECOLI_B.fasta
SeqY filename        : ECOLI_K12.fasta
SeqX name            : NZ_CP014268.2
SeqY name            : NZ_CP009789.1
SeqX length          : 4478958
SeqY length          : 4558660
Min.fragment.length  : 64
Min.Identity         : 80
Tot Hits (seeds)     : 75136
Tot Hits (seeds) used: 6080
Total fragments      : 2242
========================================================
Total CSB: 0
========================================================
Type,xStart,yStart,xEnd,yEnd,strand(f/r),block,length,score,ident,similarity,%ident,SeqX,SeqY
Frag,306206,4183478,307263,4184535,f,0,1058,4184,1052,99.43,99.43,0,0
Frag,0,3855383,12963,3868346,f,0,12964,50280,12767,98.48,98.48,0,0
Frag,12960,3868341,13908,3869289,f,0,949,3572,921,97.05,97.05,0,0
Frag,26738,3882116,49816,3905194,f,0,23079,91252,22946,99.42,99.42,0,0
Frag,21908,3877285,26735,3882112,f,0,4828,18752,4758,98.55,98.55,0,0
Frag,18576,3873952,21926,3877302,f,0,3351,13012,3302,98.54,98.54,0,0
Frag,13911,3869286,18593,3873968,f,0,4683,18132,4608,98.40,98.40,0,0
Frag,61396,3915337,63284,3917225,f,0,1889,7380,1867,98.84,98.84,0,0
Frag,101974,3955914,103779,3957719,f,0,1806,6496,1715,94.96,94.96,0,0
Frag,63290,3917229,69251,3923190,f,0,5962,23728,5947,99.75,99.75,0,0
Frag,82073,3936012,101968,3955907,f,0,19896,77824,19676,98.89,98.89,0,0
Frag,69252,3923189,82076,3936013,f,0,12825,49652,12619,98.39,98.39,0,0
Frag,103768,3957701,105672,3959605,f,0,1905,6972,1824,95.75,95.75,0,0
Frag,51251,3905183,61387,3915319,f,0,10137,40036,10073,99.37,99.37,0,0
Frag,105669,3959578,111979,3965888,f,0,6311,23980,6153,97.50,97.50,0,0
Frag,112048,3965950,117896,3971798,f,0,5849,22540,5742,98.17,98.17,0,0
Frag,118936,3971945,121020,3974029,f,0,2085,8132,2059,98.75,98.75,0,0
Frag,126081,3977393,135651,3986963,f,0,9571,36396,9335,97.53,97.53,0,0
Frag,122726,3974030,126090,3977394,f,0,3365,12972,3304,98.19,98.19,0,0
Frag,122581,3973883,122730,3974032,f,0,150,536,142,94.67,94.67,0,0
Frag,144195,3987015,146026,3988846,f,0,1832,6968,1787,97.54,97.54,0,0
Frag,526354,4364812,526431,4364889,f,0,78,312,78,100.00,100.00,0,0
Frag,526354,4364701,526439,4364786,f,0,86,344,86,100.00,100.00,0,0
Frag,526430,4364776,526543,4364889,f,0,114,416,109,95.61,95.61,0,0
Frag,558438,4396674,558822,4397058,f,0,385,1452,374,97.14,97.14,0,0
Frag,520041,4358276,560607,4398842,f,0,40567,157140,39926,98.42,98.42,0,0
Frag,526541,4364665,526654,4364778,f,0,114,416,109,95.61,95.61,0,0
Frag,526466,4364589,526551,4364674,f,0,86,344,86,100.00,100.00,0,0
Frag,526577,4364589,526654,4364666,f,0,78,312,78,100.00,100.00,0,0
Frag,460458,4298434,460640,4298616,f,0,183,644,172,93.99,93.99,0,0
Frag,460458,4298334,460740,4298616,f,0,283,1044,272,96.11,96.11,0,0
Frag,430739,4268533,430868,4268662,f,0,130,488,126,96.92,96.92,0,0
Frag,460458,4298234,460840,4298616,f,0,383,1404,367,95.82,95.82,0,0
Frag,430739,4268420,430981,4268662,f,0,243,940,239,98.35,98.35,0,0
Frag,507729,4345408,519898,4357577,f,0,12170,47400,12010,98.69,98.69,0,0
Frag,460458,4298134,480192,4317868,f,0,19735,78116,19632,99.48,99.48,0,0
Frag,480186,4317861,485355,4323030,f,0,5170,20400,5135,99.32,99.32,0,0
Frag,485348,4323018,494948,4332618,f,0,9601,38036,9555,99.52,99.52,0,0
Frag,494945,4332614,507728,4345397,f,0,12784,50296,12679,99.18,99.18,0,0
Frag,203367,4040959,227067,4064659,f,0,23701,94076,23610,99.62,99.62,0,0
Frag,457464,4295040,460940,4298516,f,0,3477,13284,3399,97.76,97.76,0,0
Frag,430739,4268307,457478,4295046,f,0,26740,106024,26623,99.56,99.56,0,0
Frag,370351,4207846,371053,4208548,f,0,703,2756,696,99.00,99.00,0,0
Frag,371052,4208546,395086,4232580,f,0,24035,95148,23911,99.48,99.48,0,0
Frag,395085,4232578,395297,4232790,f,0,213,756,201,94.37,94.37,0,0
Frag,199971,4037456,203372,4040857,f,0,3402,13504,3389,99.62,99.62,0,0
Frag,198478,4035960,199979,4037461,f,0,1502,5800,1476,98.27,98.27,0,0
Frag,187819,4025300,198485,4035966,f,0,10667,41716,10548,98.88,98.88,0,0
Frag,460558,4298034,460940,4298416,f,0,383,1412,368,96.08,96.08,0,0
Frag,395201,4232664,395882,4233345,f,0,682,2096,603,88.42,88.42,0,0
Frag,395858,4233315,408993,4246450,f,0,13136,51168,12964,98.69,98.69,0,0
Frag,408988,4246444,417583,4255039,f,0,8596,33816,8525,99.17,99.17,0,0
Frag,417585,4255040,420205,4257660,f,0,2621,10124,2576,98.28,98.28,0,0
Frag,430739,4268194,431094,4268549,f,0,356,1368,349,98.03,98.03,0,0
Frag,420207,4257661,430735,4268189,f,0,10529,41196,10414,98.91,98.91,0,0
Frag,175003,4012445,187708,4025150,f,0,12706,50632,12682,99.81,99.81,0,0
Frag,460658,4298034,460941,4298317,f,0,284,1048,273,96.13,96.13,0,0
Frag,173678,4011045,174743,4012110,f,0,1066,4232,1062,99.62,99.62,0,0
Frag,161705,3999071,172978,4010344,f,0,11274,43928,11128,98.70,98.70,0,0
Frag,172979,4010344,173673,4011038,f,0,695,2756,692,99.57,99.57,0,0
Frag,430830,4268172,431094,4268436,f,0,265,1028,261,98.49,98.49,0,0
Frag,460758,4298034,460940,4298216,f,0,183,644,172,93.99,93.99,0,0
Frag,174891,4012165,175032,4012306,f,0,142,520,136,95.77,95.77,0,0
Frag,151622,3988890,161841,3999109,f,0,10220,40200,10135,99.17,99.17,0,0
Frag,430943,4268172,431094,4268323,f,0,152,552,145,95.39,95.39,0,0
Frag,356193,4192911,370359,4207077,f,0,14167,56140,14101,99.53,99.53,0,0
Frag,229982,4066239,253879,4090136,f,0,23898,93552,23643,98.93,98.93,0,0
Frag,253876,4090132,262670,4098926,f,0,8795,35164,8793,99.98,99.98,0,0
Frag,349037,4185241,353929,4190133,f,0,4893,19436,4876,99.65,99.65,0,0
Frag,229982,4066147,230114,4066279,f,0,133,492,128,96.24,96.24,0,0
Frag,353877,4189983,356192,4192298,f,0,2316,8840,2263,97.71,97.71,0,0
Frag,229982,4066055,230114,4066187,f,0,133,476,126,94.74,94.74,0,0
Frag,345515,4181586,347403,4183474,f,0,1889,7444,1875,99.26,99.26,0,0
Frag,347409,4183478,348474,4184543,f,0,1066,4216,1060,99.44,99.44,0,0
Frag,337954,4174018,343489,4179553,f,0,5536,21328,5434,98.16,98.16,0,0
Frag,343493,4179555,345506,4181568,f,0,2014,7976,2004,99.50,99.50,0,0
Frag,336813,4172856,337941,4173984,f,0,1129,3276,974,86.27,86.27,0,0
Frag,307437,4143475,331811,4167849,f,0,24375,96444,24243,99.46,99.46,0,0
Frag,331809,4167846,336852,4172889,f,0,5044,19880,5007,99.27,99.27,0,0
Frag,228795,4064776,230114,4066095,f,0,1320,4848,1266,95.91,95.91,0,0
Frag,348622,4184598,348759,4184735,f,0,138,520,134,97.10,97.10,0,0
Frag,645308,4481236,645779,4481707,f,0,472,1864,469,99.36,99.36,0,0
Frag,645781,4481708,646099,4482026,f,0,319,1100,297,93.10,93.10,0,0
Frag,289367,4125243,304871,4140747,f,0,15505,61620,15455,99.68,99.68,0,0
Frag,304882,4140756,306200,4142074,f,0,1319,5268,1318,99.92,99.92,0,0
Frag,306206,4142078,307126,4142998,f,0,921,3644,916,99.46,99.46,0,0
Frag,307128,4142998,307466,4143336,f,0,339,1292,331,97.64,97.64,0,0
Frag,289367,4125120,289471,4125224,f,0,105,380,100,95.24,95.24,0,0
Frag,263306,4098938,264833,4100465,f,0,1528,5968,1510,98.82,98.82,0,0
Frag,264834,4100464,289467,4125097,f,0,24634,96544,24385,98.99,98.99,0,0
Frag,637243,4471741,645189,4479687,f,0,7947,31780,7946,99.99,99.99,0,0
Frag,617894,4451251,623256,4456613,f,0,5363,20428,5235,97.61,97.61,0,0
Frag,615108,4448401,615626,4448919,f,0,519,1652,466,89.79,89.79,0,0
Frag,615653,4448916,615975,4449238,f,0,323,852,268,82.97,82.97,0,0
Frag,616244,4449502,617864,4451122,f,0,1621,6140,1578,97.35,97.35,0,0
Frag,623377,4456540,631649,4464812,f,0,8273,32852,8243,99.64,99.64,0,0
Frag,631645,4464807,637248,4470410,f,0,5604,22392,5601,99.95,99.95,0,0
Frag,588137,4421277,596973,4430113,f,0,8837,33996,8668,98.09,98.09,0,0
Frag,598400,4431540,598576,4431716,f,0,177,692,175,98.87,98.87,0,0
Frag,596968,4430107,598405,4431544,f,0,1438,5576,1416,98.47,98.47,0,0
Frag,598603,4431717,599563,4432677,f,0,961,3684,941,97.92,97.92,0,0
Frag,599579,4432692,615151,4448264,f,0,15573,59884,15272,98.07,98.07,0,0
Frag,579409,4412042,587893,4420526,f,0,8485,33060,8375,98.70,98.70,0,0
Frag,587885,4420517,587994,4420626,f,0,110,328,96,87.27,87.27,0,0
Frag,578320,4410936,579429,4412045,f,0,1110,4328,1096,98.74,98.74,0,0
Frag,575409,4406805,578328,4409724,f,0,2920,11152,2854,97.74,97.74,0,0
Frag,575339,4406734,575408,4406803,f,0,70,232,64,91.43,91.43,0,0
Frag,568530,4399922,569749,4401141,f,0,1220,4784,1208,99.02,99.02,0,0
Frag,569748,4401139,573924,4405315,f,0,4177,16028,4092,97.97,97.97,0,0
Frag,573923,4405313,575346,4406736,f,0,1424,5432,1391,97.68,97.68,0,0
Frag,649543,4480901,660110,4491468,f,0,10568,42128,10550,99.83,99.83,0,0
Frag,345515,4140186,347403,4142074,f,0,1889,7444,1875,99.26,99.26,0,0
Frag,347409,4142078,348329,4142998,f,0,921,3644,916,99.46,99.46,0,0
Frag,348331,4142998,348466,4143133,f,0,136,512,132,97.06,97.06,0,0
Frag,343502,4138164,345506,4140168,f,0,2005,7940,1995,99.50,99.50,0,0
Frag,348622,4143195,348958,4143531,f,0,337,1260,326,96.74,96.74,0,0
Frag,263949,4051649,264033,4051733,f,0,85,268,76,89.41,89.41,0,0
Frag,169452,3913095,171403,3915046,f,0,1952,7712,1940,99.39,99.39,0,0
Frag,171684,3915235,174735,3918286,f,0,3052,12040,3031,99.31,99.31,0,0
Frag,174891,3918348,175033,3918490,f,0,143,556,141,98.60,98.60,0,0
Frag,761975,4490699,762744,4491468,f,0,770,2496,697,90.52,90.52,0,0
Frag,778205,4490700,778973,4491468,f,0,769,2508,698,90.77,90.77,0,0
Frag,304208,4009050,304871,4009713,f,0,664,2640,662,99.70,99.70,0,0
Frag,304882,4009722,305504,4010344,f,0,623,2484,622,99.84,99.84,0,0
Frag,307263,4012103,307466,4012306,f,0,204,768,198,97.06,97.06,0,0
Frag,305505,4010344,307263,4012102,f,0,1759,6892,1741,98.98,98.98,0,0
Frag,302074,4006824,304024,4008774,f,0,1951,7644,1931,98.97,98.97,0,0
Frag,345515,4009152,346707,4010344,f,0,1193,4660,1179,98.83,98.83,0,0
Frag,346708,4010344,348474,4012110,f,0,1767,6932,1750,99.04,99.04,0,0
Frag,345422,4009050,345506,4009134,f,0,85,332,84,98.82,98.82,0,0
Frag,348622,4012165,349009,4012552,f,0,388,1448,375,96.65,96.65,0,0
Frag,343502,4007038,345238,4008774,f,0,1737,6876,1728,99.48,99.48,0,0
Frag,214076,3849234,214179,3849337,f,0,104,312,91,87.50,87.50,0,0
Frag,384208,3999073,384292,3999157,f,0,85,236,72,84.71,84.71,0,0
Frag,302061,3913088,304871,3915898,f,0,2811,11060,2788,99.18,99.18,0,0
Frag,304882,3915907,306200,3917225,f,0,1319,5180,1307,99.09,99.09,0,0
Frag,306206,3917229,307467,3918490,f,0,1262,4968,1252,99.21,99.21,0,0
Frag,623399,4221702,623483,4221786,f,0,85,252,74,87.06,87.06,0,0
Frag,263972,3849238,264037,3849303,f,0,66,216,60,90.91,90.91,0,0
Frag,345515,3915337,347403,3917225,f,0,1889,7380,1867,98.84,98.84,0,0
Frag,347409,3917229,348466,3918286,f,0,1058,4184,1052,99.43,99.43,0,0
Frag,343502,3913315,345506,3915319,f,0,2005,7940,1995,99.50,99.50,0,0
Frag,348622,3918348,348757,3918483,f,0,136,528,134,98.53,98.53,0,0
Frag,543109,4099567,543207,4099665,f,0,99,252,81,81.82,81.82,0,0
Frag,661181,4207078,661956,4207853,f,0,776,3064,771,99.36,99.36,0,0
Frag,543118,4051644,543246,4051772,f,0,129,348,108,83.72,83.72,0,0
Frag,997470,4490698,998241,4491469,f,0,772,2504,699,90.54,90.54,0,0
Frag,1019008,4490701,1019775,4491468,f,0,768,2496,696,90.62,90.62,0,0
Frag,187748,3645859,187819,3645930,f,0,72,224,64,88.89,88.89,0,0
Frag,1105547,4531411,1105640,4531504,f,0,94,256,79,84.04,84.04,0,0
Frag,1105642,4531406,1105740,4531504,f,0,99,276,84,84.85,84.85,0,0
Frag,1105547,4531310,1105639,4531402,f,0,93,264,79,84.95,84.95,0,0
Frag,1105642,4531305,1105738,4531401,f,0,97,284,84,86.60,86.60,0,0
Frag,1135342,4531396,1135446,4531500,f,0,105,316,92,87.62,87.62,0,0
Frag,1135342,4531295,1135446,4531399,f,0,105,300,90,85.71,85.71,0,0
Frag,214059,3608865,214202,3609008,f,0,144,408,123,85.42,85.42,0,0
Frag,263952,3608866,264033,3608947,f,0,82,248,72,87.80,87.80,0,0
Frag,273809,3608886,273918,3608995,f,0,110,392,104,94.55,94.55,0,0
Frag,543142,3849234,543245,3849337,f,0,104,296,89,85.58,85.58,0,0
Frag,187748,3481507,187811,3481570,f,0,64,216,59,92.19,92.19,0,0
Frag,1279366,4531592,1279457,4531683,f,0,92,224,74,80.43,80.43,0,0
Frag,720490,3954257,720578,3954345,f,0,89,356,89,100.00,100.00,0,0
Frag,720607,3954259,720693,3954345,f,0,87,340,86,98.85,98.85,0,0
Frag,720721,3954252,720814,3954345,f,0,94,360,92,97.87,97.87,0,0
Frag,507785,3712655,507860,3712730,f,0,76,192,62,81.58,81.58,0,0
Frag,982490,4179377,984413,4181300,f,0,1924,7496,1899,98.70,98.70,0,0
Frag,984782,4181586,985343,4182147,f,0,562,2248,562,100.00,100.00,0,0
Frag,985354,4182156,986672,4183474,f,0,1319,5268,1318,99.92,99.92,0,0
Frag,986678,4183478,987743,4184543,f,0,1066,4216,1060,99.44,99.44,0,0
Frag,984689,4181484,984773,4181568,f,0,85,332,84,98.82,98.82,0,0
Frag,987891,4184598,988022,4184729,f,0,132,520,131,99.24,99.24,0,0
Frag,1103437,4298472,1103536,4298571,f,0,100,360,95,95.00,95.00,0,0
Frag,1103437,4298372,1103532,4298467,f,0,96,344,91,94.79,94.79,0,0
Frag,1103437,4298272,1103532,4298367,f,0,96,352,92,95.83,95.83,0,0
Frag,1103437,4298172,1103532,4298267,f,0,96,352,92,95.83,95.83,0,0
Frag,1103437,4298072,1103532,4298167,f,0,96,344,91,94.79,94.79,0,0
Frag,1009054,4189996,1009141,4190083,f,0,88,256,76,86.36,86.36,0,0
Frag,982645,4138132,984413,4139900,f,0,1769,6900,1747,98.76,98.76,0,0
Frag,984782,4140186,985343,4140747,f,0,562,2248,562,100.00,100.00,0,0
Frag,985354,4140756,986672,4142074,f,0,1319,5268,1318,99.92,99.92,0,0
Frag,986678,4142078,987598,4142998,f,0,921,3644,916,99.46,99.46,0,0
Frag,987600,4142998,987735,4143133,f,0,136,512,132,97.06,97.06,0,0
Frag,984689,4140084,984773,4140168,f,0,85,324,83,97.65,97.65,0,0
Frag,987891,4143195,988023,4143327,f,0,133,516,131,98.50,98.50,0,0
Frag,1109104,4207060,1109890,4207846,f,0,787,3068,777,98.73,98.73,0,0
Frag,1132604,4207075,1133374,4207845,f,0,771,3052,767,99.48,99.48,0,0
Frag,543125,3608865,543246,3608986,f,0,122,408,112,91.80,91.80,0,0
Frag,507734,3568062,507849,3568177,f,0,116,280,93,80.17,80.17,0,0
Frag,975107,4025179,975174,4025246,f,0,68,192,58,85.29,85.29,0,0
Frag,661181,3702306,661948,3703073,f,0,768,3056,766,99.74,99.74,0,0
Frag,984782,4009152,985343,4009713,f,0,562,2240,561,99.82,99.82,0,0
Frag,985354,4009722,985976,4010344,f,0,623,2484,622,99.84,99.84,0,0
Frag,985977,4010344,987743,4012110,f,0,1767,6924,1749,98.98,98.98,0,0
Frag,982645,4007006,984773,4009134,f,0,2129,8332,2106,98.92,98.92,0,0
Frag,987891,4012165,988023,4012297,f,0,133,508,130,97.74,97.74,0,0
Frag,1418145,4381348,1418277,4381480,f,0,133,372,113,84.96,84.96,0,0
Frag,1236508,4189999,1236592,4190083,f,0,85,244,73,85.88,85.88,0,0
Frag,982645,3913283,984408,3915046,f,0,1764,6920,1747,99.04,99.04,0,0
Frag,984782,3915337,985343,3915898,f,0,562,2224,559,99.47,99.47,0,0
Frag,985354,3915907,986672,3917225,f,0,1319,5180,1307,99.09,99.09,0,0
Frag,986678,3917229,987735,3918286,f,0,1058,4184,1052,99.43,99.43,0,0
Frag,984689,3915235,984773,3915319,f,0,85,332,84,98.82,98.82,0,0
Frag,987891,3918348,988145,3918602,f,0,255,1020,255,100.00,100.00,0,0
Frag,996071,3918525,996147,3918601,f,0,77,308,77,100.00,100.00,0,0
Frag,1302509,4207070,1303289,4207850,f,0,781,3076,775,99.23,99.23,0,0
Frag,659343,3553106,660110,3553873,f,0,768,2496,696,90.62,90.62,0,0
Frag,1326211,4207075,1326986,4207850,f,0,776,3072,772,99.48,99.48,0,0
Frag,161755,3026482,161841,3026568,f,0,87,268,77,88.51,88.51,0,0
Frag,1355776,4207078,1356543,4207845,f,0,768,3048,765,99.61,99.61,0,0
Frag,214077,3054091,214191,3054205,f,0,115,332,99,86.09,86.09,0,0
Frag,1370637,4207078,1371415,4207856,f,0,779,3052,771,98.97,98.97,0,0
Frag,761977,3553106,762744,3553873,f,0,768,3072,768,100.00,100.00,0,0
Frag,273809,3054094,273918,3054203,f,0,110,352,99,90.00,90.00,0,0
Frag,778206,3553106,778973,3553873,f,0,768,3056,766,99.74,99.74,0,0
Frag,1229369,3999122,1229455,3999208,f,0,87,268,77,88.51,88.51,0,0
Frag,1236604,3999118,1236693,3999207,f,0,90,256,77,85.56,85.56,0,0
Frag,1236604,3999020,1236695,3999111,f,0,92,248,77,83.70,83.70,0,0
Frag,1236705,3999118,1236794,3999207,f,0,90,256,77,85.56,85.56,0,0
Frag,1236705,3999020,1236796,3999111,f,0,92,248,77,83.70,83.70,0,0
Frag,896458,3645837,896545,3645924,f,0,88,240,74,84.09,84.09,0,0
Frag,187748,2930048,187812,2930112,f,0,65,212,59,90.77,90.77,0,0
Frag,1480218,4217438,1480288,4217508,f,0,71,204,61,85.92,85.92,0,0
Frag,273809,2996548,273918,2996657,f,0,110,312,94,85.45,85.45,0,0
Frag,1782913,4490701,1783686,4491474,f,0,774,2472,696,89.92,89.92,0,0
Frag,1408025,4109469,1408095,4109539,f,0,71,232,64,90.14,90.14,0,0
Frag,1418178,4109439,1418287,4109548,f,0,110,368,101,91.82,91.82,0,0
Frag,1418155,4099581,1418239,4099665,f,0,85,244,73,85.88,85.88,0,0
Frag,896390,3533231,896556,3533397,f,0,167,420,136,81.44,81.44,0,0
Frag,1418149,4051643,1418296,4051790,f,0,148,408,125,84.46,84.46,0,0
Frag,998882,3593909,1000176,3595203,f,0,1295,4772,1244,96.06,96.06,0,0
Frag,1109121,3702305,1109889,3703073,f,0,769,3052,766,99.61,99.61,0,0
Frag,896472,3481499,896543,3481570,f,0,72,224,64,88.89,88.89,0,0
Frag,1910467,4490701,1911234,4491468,f,0,768,2488,695,90.49,90.49,0,0
Frag,1132607,3702306,1133375,3703074,f,0,769,3052,766,99.61,99.61,0,0
Frag,1155243,3712612,1155388,3712757,f,0,146,368,119,81.51,81.51,0,0
Frag,997438,3553071,998241,3553874,f,0,804,3072,786,97.76,97.76,0,0
Frag,1019006,3553104,1019775,3553873,f,0,770,3072,769,99.87,99.87,0,0
Frag,543143,3054091,543246,3054194,f,0,104,320,92,88.46,88.46,0,0
Frag,187747,2668270,187810,2668333,f,0,64,216,59,92.19,92.19,0,0
Frag,1632444,4109439,1632553,4109548,f,0,110,328,96,87.27,87.27,0,0
Frag,2039572,4490700,2040340,4491468,f,0,769,2508,698,90.77,90.77,0,0
Frag,1408025,3849268,1408096,3849339,f,0,72,220,63,87.50,87.50,0,0
Frag,1418174,3849234,1418277,3849337,f,0,104,360,97,93.27,93.27,0,0
Frag,1302517,3702306,1303286,3703075,f,0,770,3064,768,99.74,99.74,0,0
Frag,1717495,4109439,1717604,4109548,f,0,110,336,97,88.18,88.18,0,0
Frag,1155237,3533248,1155374,3533385,f,0,138,376,116,84.06,84.06,0,0
Frag,1326214,3702306,1326982,3703074,f,0,769,3060,767,99.74,99.74,0,0
Frag,1325154,3691510,1326214,3692570,f,0,1061,4244,1061,100.00,100.00,0,0
Frag,1326982,3692804,1327130,3692952,f,0,149,596,149,100.00,100.00,0,0
Frag,896388,3254981,896531,3255124,f,0,144,416,124,86.11,86.11,0,0
Frag,187747,2540409,187815,2540477,f,0,69,212,61,88.41,88.41,0,0
Frag,1355776,3702306,1356543,3703073,f,0,768,3048,765,99.61,99.61,0,0
Frag,1370636,3702305,1371405,3703074,f,0,770,3056,767,99.61,99.61,0,0
Frag,2172967,4490701,2173734,4491468,f,0,768,2504,697,90.76,90.76,0,0
Frag,1329544,3645859,1329609,3645924,f,0,66,232,62,93.94,93.94,0,0
Frag,1401336,3691499,1402789,3692952,f,0,1454,5776,1449,99.66,99.66,0,0
Frag,1449270,3738874,1449725,3739329,f,0,456,1592,427,93.64,93.64,0,0
Frag,1448636,3736487,1449729,3737580,f,0,1094,4136,1064,97.26,97.26,0,0
Frag,1451141,3738874,1451585,3739318,f,0,445,1604,423,95.06,95.06,0,0
Frag,1426586,3712613,1426689,3712716,f,0,104,344,95,91.35,91.35,0,0
Frag,1450536,3736516,1451593,3737573,f,0,1058,3944,1022,96.60,96.60,0,0
Frag,1448191,3733692,1448333,3733834,f,0,143,412,123,86.01,86.01,0,0
Frag,1448337,3733837,1448644,3734144,f,0,308,1168,300,97.40,97.40,0,0
Frag,1434014,3712614,1434131,3712731,f,0,118,336,101,85.59,85.59,0,0
Frag,1426630,3645837,1426693,3645900,f,0,64,200,57,89.06,89.06,0,0
Frag,1434057,3645837,1434144,3645924,f,0,88,248,75,85.23,85.23,0,0
Frag,1418157,3608865,1418296,3609004,f,0,140,440,125,89.29,89.29,0,0
Frag,1544320,3712612,1544425,3712717,f,0,106,352,97,91.51,91.51,0,0
Frag,1329460,3481431,1329526,3481497,f,0,67,204,59,88.06,88.06,0,0
Frag,1329544,3481507,1329607,3481570,f,0,64,216,59,92.19,92.19,0,0
Frag,1448636,3591520,1449726,3592610,f,0,1091,4012,1047,95.97,95.97,0,0
Frag,1450536,3591549,1451570,3592583,f,0,1035,3828,996,96.23,96.23,0,0
Frag,1448325,3588858,1448644,3589177,f,0,320,1176,307,95.94,95.94,0,0
Frag,1454324,3594003,1455523,3595202,f,0,1200,4536,1167,97.25,97.25,0,0
Frag,1454232,3593910,1454328,3594006,f,0,97,364,94,96.91,96.91,0,0
Frag,1455524,3593936,1456412,3594824,f,0,889,3220,847,95.28,95.28,0,0
Frag,712400,2826514,712464,2826578,f,0,65,156,52,80.00,80.00,0,0
Frag,712501,2826514,712565,2826578,f,0,65,164,53,81.54,81.54,0,0
Frag,187747,2282144,187813,2282210,f,0,67,212,60,89.55,89.55,0,0
Frag,925640,2980453,926970,2981783,f,0,1331,5324,1331,100.00,100.00,0,0
Frag,896480,2930048,896544,2930112,f,0,65,220,60,92.31,92.31,0,0
Frag,1544312,3533246,1544425,3533359,f,0,114,368,103,90.35,90.35,0,0
Frag,1632423,3608865,1632570,3609012,f,0,148,464,132,89.19,89.19,0,0
Frag,1717468,3676812,1717616,3676960,f,0,149,436,129,86.58,86.58,0,0
